     1.000     0.000     5.000     7.000     0.000     1.000     7.000     0.000     3.000     0.000     0.000     0.000     7.000     6.000     0.000     6.000  9190.000    -3.401    -1.077    -2.192    -2.961    -0.016     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     6.000     8.000     7.000     5.000     3.000     2.000     2.000     8.000     5.000     4.000     3.000     3.000     5.000     3.000     4.000     4.000  9335.000     0.975    -0.339    -0.059    -0.483    -0.252     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     3.000     5.000     8.000     3.000     3.000     2.000     3.000     4.000     3.000     1.000     1.000     1.000     1.000     2.000     3.000     7.000  9392.000    -0.840    -0.852    -1.780    -2.344    -2.016     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     2.000     4.000     5.000     4.000     2.000     2.000     2.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     0.000     2.000  9460.000    -2.225    -0.916    -4.154    -3.301    -3.456     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     3.000     5.000     3.000     5.000     4.000     2.000     8.000     4.000     5.000     8.000     6.000     8.000     6.000     8.000     3.000     6.000  9488.000    -1.251    -0.313    -0.005     2.646     2.142     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
    10.000     9.000     9.000     6.000     3.000     3.000     4.000     6.000     5.000     8.000     3.000     2.000     3.000     3.000     3.000     3.000  9525.000     2.863     0.382    -0.155    -0.402    -0.937     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     7.000     7.000     4.000     7.000     4.000     3.000     7.000    10.000     8.000     4.000     1.000     1.000     3.000     8.000     2.000     6.000  9595.000     0.572     0.643     2.447    -1.777     0.172     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     8.000     8.000     5.000     3.000     2.000     2.000     5.000     5.000     2.000     5.000     2.000     3.000     2.000     5.000     1.000     3.000  9718.000     0.993    -0.882    -1.333    -0.901    -1.112     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     2.000     3.000     2.000     2.000     2.000     2.000     2.000     2.000     0.000     0.000     0.000     1.000     0.000     0.000     4.000     5.000  9741.000    -3.083    -1.327    -3.630    -3.026    -3.184     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     6.000     8.000     3.000     3.000     2.000     2.000     7.000     8.000     9.000     5.000     4.000     5.000     5.000     7.000     3.000     5.000  9813.000     0.363    -0.828     2.192     0.690     1.133     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     7.000     8.000     5.000     6.000     4.000     1.000     8.000     7.000     6.000     5.000     5.000     5.000     6.000     7.000     2.000     2.000  9826.000     1.065    -0.414     1.189     1.109     1.107     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     3.000     5.000     5.000     4.000     4.000     2.000     3.000     5.000     2.000     3.000     2.000     2.000     2.000     1.000     3.000     8.000  9918.000    -1.338    -0.550    -1.806    -1.457    -1.701     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     6.000     8.000     5.000     6.000     4.000     4.000     5.000     8.000     8.000     8.000     6.000     5.000     8.000     8.000     8.000     8.000 10000.000     1.068     0.885     1.654     2.044     3.373     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     3.000     8.000     7.000     4.000     5.000     3.000     5.000     8.000     4.000     6.000     5.000     7.000     2.000     9.000     6.000     6.000 10120.000     0.352     0.146     0.267     1.748     1.458     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     7.000     6.000     5.000     6.000     4.000     3.000     5.000     8.000     5.000     6.000     5.000     5.000     5.000     8.000     4.000     7.000 10153.000     0.603     0.411     0.608     1.263     1.778     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
